# YYYYMM,CRUISE_CODE,SITE_NAME,LAT,LON,DATE_TIME_XLS_LOCAL,DATE_TIME_XLS_UTC,YYYYMMDD_UTC,YYYY,MM,DD,DOY_UTC,TIME_DECIMAL_UTC,TIME_HH_DECMM_UTC,_SALINITY,TCHL_A,TSS,NAP,A_PHY_STAR_440NM,A_PHY_STAR_676NM,A_PHY_STAR_440NM_676NM,A_PHY_STAR_380NM_440NM,A_PHY_STAR_400NM_440NM,A_CDOM_SLOPE,A_CDOM_440NM,A_NAP_STAR_440NM,A_NAP_SLOPE,BB_NAP_STAR_555NM,BB_NAP_SLOPE,B_NAP_STAR_555NM,BB_B_RATIO,TSS_ORG,PHY_MICRO,PHY_NANO,PHY_PICO,PHY_SIZE_IND,COUNT_999
200403,MD04,MD_15W,-16.426517,145.5016,38077.39583,38076.97917,20040330,2004,3,30,90,0.9791667,23.5,32.1,0.5100267,2.1111111,2.0754092,0.0673131,0.026025,2.5864811,0.6488878,0.732452,-0.0171004,0.1100509,0.0266682,-0.0116964,0.0074657,1.173946,0.3308684,0.0224,-999,0.3486028,0.1891875,0.4622097,18.8382855,0
200403,MD04,MD_2W,-16.06957,145.50668,38078.40417,38077.9875,20040331,2004,3,31,91,0.9875,23.7,32.92,0.4234766,13.1777778,13.1481344,0.0791913,0.024817,3.1910038,0.7378118,0.7597172,-0.0146115,0.0982705,0.0021726,-0.0118132,0.0008621,1.06809,0.0394528,0.0196,-999,0.1951367,0.2422456,0.5626177,11.5306789,0
200403,MD04,MD_3W,-16.10886,145.62262,38078.53472,38078.11806,20040401,2004,4,1,92,0.1180556,2.8333333,34.36,0.4068645,1,0.9715195,0.0869931,0.0334616,2.5997894,0.6860355,0.7561149,-0.0142703,0.0559203,0.0104838,-0.0103304,0.007731,1.015674,0.2398,0.0357,-999,0.4307248,0.2868519,0.2824233,23.252921,0
200403,MD04,MD_5W,-16.199883,145.475867,38079.40972,38078.99306,20040401,2004,4,1,92,0.9930556,23.8333333,32.51,0.5703479,19.3513514,19.311427,0.0775137,0.0202735,3.8234046,0.8751659,0.8887141,-0.0180408,0.0904627,0.0086478,-0.0132061,0.0029584,1.119645,0.1456487,0.0202,-999,0.3377474,0.1164606,0.545792,18.0154654,0
200403,MD04,MD_6W,-16.31247,145.4715,38080.46528,38080.04861,20040403,2004,4,3,94,0.0486111,1.1666667,-999,0.4059985,1.8,1.7715801,0.1008194,0.0302276,3.3353374,0.8816746,0.8057352,-0.0173482,0.12723,0.0277454,-0.0124067,0.0092489,1.13772,1.1823889,0.0185,-999,0.2252305,0.1863929,0.5883766,12.7818677,0
200403,MD04,MD_8W,-16.282733,145.453667,38081.36458,38080.94792,20040403,2004,4,3,94,0.9479167,22.75,-999,5.5704438,22.265625,21.8756939,0.0520623,0.0142827,3.6451392,1.1718645,1.0249127,-0.0159861,0.4258771,0.1211165,-0.0136106,0.0530616,0.679256,1.2595155,0.0404,-999,0.6365879,0.1455129,0.2178991,32.7748595,0
200408,FK04,FK2_2,-23.3061,150.8523833,38214.45833,38214.04167,20040815,2004,8,15,228,0.0416667,1,36.47,0.1907155,0.49,0.4766499,0.0692717,0.022884,3.0270791,0.668537,0.703684,-0.0102026,0.0850359,0.0566953,-0.0116026,0.0153265,0.902111,0.6479592,0.0235107,-999,0.48506,0.14181,0.37312,25.33537,0
200408,FK04,FK2_4,-23.3061,150.8523833,38214.5625,38214.14583,20040815,2004,8,15,228,0.1458333,3.5,36.47,0.1732591,0.89,0.8778719,0.0632728,0.020433,3.0965929,0.6369085,0.6758205,-0.0217442,0.0187668,0.0426335,-0.0118821,0.014386,0.9222795,0.6664045,0.0215174,-999,0.41383,0.11403,0.47214,21.73382,0
200408,FK04,FK2_6,-23.3061,150.8523833,38214.64583,38214.22917,20040815,2004,8,15,228,0.2291667,5.5,36.55,0.1854239,0.89,0.8770203,0.0654482,0.0211988,3.0873501,0.6861821,0.7104125,-0.0169755,0.030389,0.047453,-0.0117242,0.0146961,0.855203,0.6806742,0.0215219,-999,0.42652,0.1174,0.45608,22.36914,0
200408,FK04,FK2_8,-23.3061,150.8523833,38214.72917,38214.3125,20040815,2004,8,15,228,0.3125,7.5,36.45,0.2029899,0.89,0.8761755,0.0750907,0.0227525,3.3003256,0.7394365,0.7256044,-0.0191581,0.0179586,0.0427211,-0.0118237,0.0126288,0.868477,0.6207865,0.0202726,-999,0.49031,0.10876,0.40093,25.46021,0
200408,FK04,FK2_10,-23.3061,150.8523833,38214.8125,38214.39583,20040815,2004,8,15,228,0.3958333,9.5,36.48,0.1787759,0.99,0.9774857,0.0823158,0.0262449,3.1364486,0.6991779,0.7148119,-0.0183649,0.0232781,0.0242799,-0.01131,0.0071152,0.8739353,0.3148485,0.0224597,-999,0.45555,0.12011,0.42434,23.80234,0
200408,FK04,FK2_13,-23.41685,150.8419,38215.39583,38214.97917,20040815,2004,8,15,228,0.9791667,23.5,36.84,0.202328,4.13,4.115837,0.0654705,0.0228615,2.8637848,0.53929,0.7123402,-0.0148475,0.0626575,0.0163601,-0.0118622,0.0050465,0.832911,0.2428571,0.0207398,-999,0.42034,0.13548,0.44418,22.13879,0
200408,FK04,FK2_15,-23.41685,150.8419,38215.46875,38215.05208,20040816,2004,8,16,229,0.0520833,1.25,36.84,0.1841022,0.99,0.9771128,0.0597817,0.0208363,2.8691106,0.6181338,0.659179,-0.0192743,0.0334923,0.062891,-0.012169,0.019248,0.808868,1.0672727,0.0180019,-999,0.38349,0.12968,0.48683,20.30961,0
200408,FK04,FK2_17,-23.41685,150.8419,38215.5625,38215.14583,20040816,2004,8,16,229,0.1458333,3.5,37,0.1731504,0.99,0.9778795,0.0724622,0.0236061,3.069633,0.7328892,0.7425036,-0.017221,0.0430676,0.0446165,-0.0118082,0.0152389,0.8408838,0.8473737,0.0179424,-999,0.36415,0.12182,0.51403,19.33048,0
200408,FK04,FK2_19,-23.41685,150.8419,38215.625,38215.20833,20040816,2004,8,16,229,0.2083333,5,37.02,0.2072238,1.99,1.9754943,0.0740745,0.0228934,3.2356284,0.8732837,0.8582489,-0.0135769,0.0800327,0.0403952,-0.0121062,0.0128198,0.891424,0.6701508,0.0191022,-999,0.41928,0.12457,0.45615,22.04287,0
200408,FK04,FK2_21,-23.41685,150.8419,38215.70833,38215.29167,20040816,2004,8,16,229,0.2916667,7,37,0.3066238,4.79,4.7707293,0.0679793,0.0176556,3.8502882,1.2517024,1.023199,-0.0160715,0.0537222,0.0426727,-0.0146384,0.0142334,0.91745,0.62,0.0229422,-999,0.64965,0.11264,0.2377,33.28361,0
200408,FK04,FK2_23,-23.41685,150.8419,38215.79167,38215.375,20040816,2004,8,16,229,0.375,9,36.92,0.1763944,1.29,1.2776524,0.0624257,0.0231898,2.6919401,0.5930206,0.6788489,-0.0192415,0.0379852,0.0437845,-0.0118198,0.0145097,0.8579295,0.7684496,0.0188451,-999,0.41778,0.11628,0.46594,21.93622,0
200408,FK04,FK2_25,-23.41685,150.8419,38215.875,38215.45833,20040816,2004,8,16,229,0.4583333,11,36.79,0.1808652,3.49,3.4773394,0.0933257,0.0256711,3.6354408,0.8234903,0.8238426,-0.0197686,0.0332371,0.0257302,-0.0122641,0.0074831,0.868276,0.4027794,0.0185532,-999,0.40629,0.11717,0.47654,21.37711,0
200408,FK04,FK2_26,-23.4178667,151.0126,38216.375,38215.95833,20040816,2004,8,16,229,0.9583333,23,36.21,0.573021,5.49,5.4513432,0.0490243,0.01748,2.8045871,1.0161427,0.860673,-0.0204058,0.0252373,0.0271773,-0.0140111,0.0137368,0.5369,0.556776,0.0246565,-999,0.61563,0.14165,0.24272,31.73244,0
200408,FK04,FK2_28,-23.4178667,151.0126,38216.45833,38216.04167,20040817,2004,8,17,230,0.0416667,1,36.21,0.5589256,4.99,4.9508752,0.0469157,0.0165271,2.8387139,1.0478963,0.8728203,-0.0183551,0.0308736,0.0265765,-0.0132246,0.0095834,0.820261,0.5123848,0.0186894,-999,0.58689,0.14568,0.26743,30.34055,0
200408,FK04,FK2_30,-23.4178667,151.0126,38216.54167,38216.125,20040817,2004,8,17,230,0.125,3,36.32,0.6817127,12.09,12.0422801,0.0498426,0.0142463,3.498632,0.9706,0.934162,-0.0180944,0.0426528,0.0271458,-0.0147557,0.0128294,0.606489,0.4144748,0.0309414,-999,0.67142,0.09495,0.23363,34.27949,0
200408,FK04,FK2_32,-23.4178667,151.0126,38216.625,38216.20833,20040817,2004,8,17,230,0.2083333,5,36.38,0.7406339,18.99,18.9381556,-999,-999,-999,-999,-999,-0.0193847,0.0361521,0.0347672,-0.0143194,0.015101,0.707291,0.530911,0.0284381,-999,0.68665,0.09735,0.216,35.03513,1
200408,FK04,FK2_34,-23.4178667,151.0126,38216.70833,38216.29167,20040817,2004,8,17,230,0.2916667,7,36.33,0.7414818,8.39,8.3380963,0.0463658,0.0185779,2.495749,0.7478049,0.7118028,-0.0170311,0.041894,0.0287307,-0.0133438,0.0142107,0.730819,0.5547557,0.0256056,-999,0.65331,0.12383,0.22285,33.50764,0
200408,FK04,FK2_36,-23.4178667,151.0126,38216.79167,38216.375,20040817,2004,8,17,230,0.375,9,36.3,0.6410801,9.69,9.6451244,0.0624356,0.0178441,3.4989445,1.0050399,0.937306,-0.0199433,0.0291707,0.0288911,-0.0150823,0.0137529,0.664042,0.5845098,0.023521,-999,0.63432,0.12928,0.2364,32.59885,0
200408,FK04,FK2_38,-23.4178667,151.0126,38216.875,38216.45833,20040817,2004,8,17,230,0.4583333,11,36.15,0.4988059,5.89,5.8550836,0.0575465,0.0194191,2.9633973,0.8738413,0.8141428,-0.0185076,0.0226322,0.026784,-0.0123454,0.009001,0.67983,0.4466723,0.0201365,-999,0.61405,0.1545,0.23145,31.7064,0
200408,FK04,FK2_43,-23.3002167,150.8884,38218.42361,38218.00694,20040819,2004,8,19,232,0.0069444,0.1666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
200508,AA05,WQS001,-23.1488333,150.0645,38587.42708,38587.01042,20050823,2005,8,23,235,0.0104167,0.25,35.68,0.1614099,7.2,7.1887013,-999,-999,-999,-999,-999,-0.0161581,0.024422,0.0013574,-0.007892,-999,-999,-999,-999,-999,0.3504605,0.393123,0.2564165,19.7450556,3
200508,AA05,WQS002,-23.3255,150.936,38587.50694,38587.09028,20050823,2005,8,23,235,0.0902778,2.1666667,35.88,0.5235845,10.6,10.5633491,0.073181,0.0241163,3.0345032,0.6527895,0.8990829,-0.0131316,0.069984,0.0183873,-0.0126793,-999,-999,-999,-999,-999,0.4494416,0.1645181,0.3860403,23.6807097,2
200508,AA05,WQS003,-23.3853333,150.9056667,38587.5625,38587.14583,20050823,2005,8,23,235,0.1458333,3.5,36.05,0.8240718,16.3,16.242315,-999,-999,-999,-999,-999,-0.0151886,0.0717916,0.0261801,-0.0149305,0.0078222,0.753265,0.2524172,0.0309747,-999,0.5711105,0.1245965,0.3042931,29.4827991,1
200508,AA05,WQS004,-23.2195,150.9783333,38588.33681,38587.92014,20050823,2005,8,23,235,0.9201389,22.0833333,35.73,0.1999144,3.1,3.086006,0.0656155,0.0259429,2.5292258,0.5790319,0.7329674,-0.0122744,0.0349774,0.0043681,-0.0090279,0.0015223,0.610548,0.0622581,0.0242088,-999,0.333096,0.3454786,0.3214253,18.703621,0
200508,AA05,WQS005,-23.2325,150.8731667,38588.39028,38587.97361,20050823,2005,8,23,235,0.9736111,23.3666667,35.94,0.193313,3.4,3.3864681,0.1142952,0.039716,2.8778119,0.5680385,0.7996551,-0.0130801,0.0568936,0.0149537,-0.0107619,0.0063806,0.524028,0.3447059,0.0184798,-999,0.2776224,0.1788517,0.5435259,15.3189061,0
200508,AA05,WQS006,-23.1095,150.7731667,38588.49583,38588.07917,20050824,2005,8,24,236,0.0791667,1.9,35.98,0.2203923,-999,-999,0.1073134,0.0330371,3.2482712,0.4589145,0.7823541,-0.0174563,0.0346326,-999,-999,-999,0.509584,0,0.0201841,-999,0.3226577,0.1318743,0.5454679,17.3377264,4
200508,AA05,WQS007,-23.14,150.958,38588.60417,38588.1875,20050824,2005,8,24,236,0.1875,4.5,35.72,0.1853646,6,5.9870245,0.0964721,0.0298467,3.2322564,0.7716056,0.8312019,-0.0096695,0.053484,0.0014838,-0.0120546,0.0005298,0.709853,0.0519667,0.010133,-999,0.323414,0.3104085,0.3661774,18.0889205,0
200508,AA05,WQS008,-23.1683333,150.9078333,38588.66944,38588.25278,20050824,2005,8,24,236,0.2527778,6.0666667,35.76,0.2266368,5.1,5.0841354,0.0934846,0.0302076,3.0947397,1.004143,0.8528594,-0.0120039,0.0403913,0.0028703,-0.0110319,0.0010433,0.785926,0.0768824,0.0135041,-999,0.3000812,0.305989,0.3939298,16.9279361,0
200508,AA05,WQS010,-20.5035,149.045,38590.41042,38589.99375,20050825,2005,8,25,237,0.99375,23.85,35.88,0.4534049,3.6,3.5698431,0.0673822,0.0246048,2.7385762,0.5709853,0.7065932,-0.010649,0.0725469,0.0137643,-0.012453,0.0074533,0.685834,0.3981944,0.0186927,-999,0.42,0.19,0.39,22.46,0
200508,AA05,WQS011,-20.4633333,149.0355,38590.50208,38590.08542,20050826,2005,8,26,238,0.0854167,2.05,35.93,0.3754153,3,2.9737209,0.0860027,0.0306001,2.8105311,0.8229377,0.7626273,-999,-999,0.0165648,-0.0122685,0.0094333,0.648203,0.3964667,0.023755,-999,0.35,0.21,0.44,19.09,2
200508,AA05,WQS012,-20.3305,148.844,38590.67153,38590.25486,20050826,2005,8,26,238,0.2548611,6.1166667,35.75,0.6132941,5,4.9596862,0.0701012,0.0254529,2.7541492,0.9176641,0.879415,-0.0123289,0.0786919,0.0084497,-0.0111355,0.0041108,0.6552,0.1965,0.0208791,-999,0.42,0.19,0.39,22.35,0
200508,AA05,WQS013,-20.3321667,148.9321667,38591.33472,38590.91806,20050826,2005,8,26,238,0.9180556,22.0333333,35.84,0.3218564,3.7,3.6774701,0.1301421,0.0360301,3.6120427,1.0782572,1.052856,-0.0103741,0.093284,0.0081499,-0.011792,0.0056381,0.855479,0.2443784,0.0230221,-999,0.42,0.19,0.39,22.42,0
200508,AA05,WQS014,-20.2925,148.797,38591.44236,38591.02569,20050827,2005,8,27,239,0.0256944,0.6166667,35.83,0.4856795,5.9,5.8672278,0.0596029,0.0235846,2.5271974,0.6194274,0.6404926,-0.0102004,0.097745,0.0069051,-0.0117695,0.0037829,0.689975,0.1657966,0.0227715,-999,0.4,0.2,0.4,21.22,0
200508,AA05,WQS015,-20.249,148.813,38591.50278,38591.08611,20050827,2005,8,27,239,0.0861111,2.0666667,35.78,0.5417409,5.9,5.8630042,0.074193,0.0295331,2.5121946,0.7193383,0.6784772,-0.010464,0.0646023,0.0056945,-0.0119232,0.0027632,0.600265,0.1276441,0.0215926,-999,0.38,0.21,0.42,20.33,0
200508,AA05,WQS016,-20.1485,148.8823333,38591.57986,38591.16319,20050827,2005,8,27,239,0.1631944,3.9166667,35.83,0.4899945,2.6,2.5681601,0.079049,0.0297463,2.6574385,0.7763371,0.7453467,-0.0098929,0.0707972,0.0152345,-0.0122899,0.0074362,0.594971,0.3608462,0.0205653,-999,0.44,0.19,0.37,23.48,0
200508,AA05,WQS017,-20.0981667,148.7135,38591.66458,38591.24792,20050827,2005,8,27,239,0.2479167,5.95,35.77,0.5168375,6.3,6.2649238,0.0732088,0.0290673,2.5185959,0.7249614,0.7347294,-0.0112745,0.0597951,0.0048732,-0.0122469,0.002953,0.6712,0.143746,0.0204996,-999,0.36,0.21,0.43,19.39,0
200508,AA05,WQS018,-20.0476667,148.4355,38591.37708,38590.96042,20050826,2005,8,26,238,0.9604167,23.05,35.74,0.3034471,6.9,6.8787587,0.0941328,0.0280818,3.3520992,0.9619566,0.8114793,-0.0077145,0.0972295,0.0063894,-0.0133672,0.0048872,0.603883,0.2154058,0.0226591,-999,0.32,0.18,0.5,17.42,0
200508,AA05,WQS020,-19.7248333,147.71,38592.60625,38592.18958,20050828,2005,8,28,240,0.1895833,4.55,35.86,0.5620881,7.9,7.8606538,0.069972,0.0226827,3.0848234,0.7511217,0.7942834,-999,-999,0.0187497,-0.0118662,0.0085996,0.650898,0.3912911,0.0219638,-999,0.42,0.11,0.47,22.08,2
200508,AA05,WQS022,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.5680354,25,24.8902375,0.0751578,0.0160563,4.6808743,0.7800266,0.8509835,-0.0130932,0.1461975,0.0440946,-0.0153029,0.0226036,0.646719,0.61606,0.0366861,-999,-999,-999,-999,-999,1
200509,AS05,WQN001,-16.1228333,145.4823333,38612.27778,38611.86111,20050916,2005,9,16,259,0.8611111,20.6666667,35.24,0.1712425,1.5,1.488013,-999,-999,-999,-999,-999,-0.0194797,0.020594,0.0191628,-0.0114849,-999,-999,0.4352643,-999,-999,0.2409862,0.23942,0.5195938,13.77,3
200509,AS05,WQN002,-16.2358333,145.5131667,38612.31597,38611.89931,20050916,2005,9,16,259,0.8993056,21.5833333,35.26,0.2070114,1.6,1.5855092,0.0929512,0.0291089,3.1932225,0.6074284,0.6876363,-0.0090606,0.1290317,0.014051,-0.0112102,-999,-999,0.2485239,-999,-999,0.1873168,0.2217419,0.5909413,11.07,2
200509,AS05,WQN003,-16.321,145.473,38612.36111,38611.94444,20050916,2005,9,16,259,0.9444444,22.6666667,35.31,0.2438578,1.7,1.68293,0.0952622,0.0296788,3.2097685,0.6410843,0.7082436,-0.016545,0.0204412,0.0235794,-0.0125186,-999,-999,0.3956133,-999,-999,0.2963426,0.2866113,0.4170461,16.67,2
200509,AS05,WQN004,-16.4093333,145.5093333,38612.40972,38611.99306,20050916,2005,9,16,259,0.9930556,23.8333333,35.33,0.1660172,2.5,2.4883788,0.0955605,0.0273289,3.496686,0.6223527,0.6924161,-0.0228759,0.0088271,0.0076353,-0.0123591,0.0029136,0.781598,0.13576,0.0213401,-999,0.187015,0.2301105,0.5828746,11.08,0
200509,AS05,WQN005,-16.6641667,145.7043333,38612.54514,38612.12847,20050917,2005,9,17,260,0.1284722,3.0833333,35.23,0.1366055,2.2,2.1904376,0.1985376,0.0544496,3.6462643,0.5521423,0.6633622,-0.0197264,0.0150814,0.01473,-0.0121993,-999,-999,0.169919,-999,-999,0.2290983,0.1962743,0.5746274,13.01,2
200509,AS05,WQN006,-16.798,145.746,38612.60069,38612.18403,20050917,2005,9,17,260,0.1840278,4.4166667,35.27,0.6843141,6.4,6.352098,-999,-999,-999,-999,-999,-0.0105069,0.0959731,0.0357788,-0.0135021,-999,-999,0.6021531,-999,-999,0.3819436,0.2006866,0.4173698,20.52,3
200509,AS05,WQN007,-16.8235,145.7893333,38612.62708,38612.21042,20050917,2005,9,17,260,0.2104167,5.05,35.14,0.3752735,5,4.9737309,0.1413123,0.0411607,3.4331892,0.8934118,0.8158805,-0.0145117,0.0546239,0.0418843,-0.0128637,0.0136124,0.745452,0.586,0.0232141,-999,0.3526447,0.1834746,0.4638806,19.01,0
200509,AS05,WQN009,-16.86,145.8365,38613.30208,38612.88542,20050917,2005,9,17,260,0.8854167,21.25,35.27,0.4828407,4.3,4.2662011,0.0557692,0.0207477,2.687969,0.5610222,0.6493059,-0.0097169,0.112396,0.0148732,-0.0122116,0.006574,0.663888,0.2916047,0.0225094,-999,0.3807642,0.1825473,0.4366886,20.39,0
200509,AS05,WQN010,-16.8195,145.8763333,38613.35069,38612.93403,20050917,2005,9,17,260,0.9340278,22.4166667,35.27,0.3098993,3,2.978307,0.0848922,0.028033,3.0282948,0.6707246,0.7125371,-0.0080159,0.191564,0.0186292,-0.0120894,-999,-999,0.3612228,-999,-999,0.3594497,0.199169,0.4413814,19.41,2
200509,AS05,WQN011,-16.7968333,145.9186667,38613.37639,38612.95972,20050917,2005,9,17,260,0.9597222,23.0333333,35.3,0.1740595,3.9,3.8878158,0.0713646,0.0276712,2.57902,0.6365758,0.6599669,-0.0086439,0.0906792,0.0038666,-0.0110541,-999,-999,0.0800814,-999,-999,0.2592649,0.4102745,0.3304605,15.35,2
200509,AS05,WQN013,-16.7323333,145.9708333,38613.4375,38613.02083,20050918,2005,9,18,261,0.0208333,0.5,35.29,0.1066352,2.7,2.6925355,0.0869378,0.0361438,2.4053338,0.6223503,0.6998189,-0.0148673,0.0241193,0.0010962,-0.0095948,0.0007707,1.33257,0.0375556,0.0201396,-999,0.1180989,0.4160147,0.4658865,8.45,0
200509,AS05,WQN014,-16.9266667,145.9726667,38613.54861,38613.13194,20050918,2005,9,18,261,0.1319444,3.1666667,35.24,0.1618656,2.6,2.5886694,0.0840376,0.0234028,3.5909169,0.5670625,0.6475684,-0.0108436,0.0630665,0.0051152,-0.0115487,0.0023231,0.677509,0.1196923,0.0192892,-999,0.2449071,0.2503563,0.5047367,14,0
200509,AS05,WQN015,-17.1495,145.998,38613.67361,38613.25694,20050918,2005,9,18,261,0.2569444,6.1666667,35.24,0.182321,2.6,2.5872375,0.0874716,0.0268507,3.2576969,0.5470172,0.6572099,-0.0116322,0.06331,0.0097509,-0.0118621,0.0035077,0.706503,0.1617308,0.0215894,-999,0.2656131,0.213613,0.520774,14.87,0
200509,AS05,WQN017,-17.2271667,146.0885,38613.76389,38613.34722,20050918,2005,9,18,261,0.3472222,8.3333333,35.31,0.1772379,2.5,2.4875933,0.0956125,0.0294437,3.2473028,0.6192588,0.7399622,-0.0098788,0.0993608,0.0088751,-0.0116048,0.0033732,0.652643,0.14608,0.0229701,-999,0.2620762,0.2269569,0.5109669,14.75,0
200509,AS05,WQN018,-17.7325,146.1638333,38614.36806,38613.95139,20050918,2005,9,18,261,0.9513889,22.8333333,35.29,0.2516872,3,2.9823819,0.0924502,0.0280582,3.2949448,0.5874108,0.6798551,-999,-999,0.0126801,-0.011342,-999,-999,0.2696913,-999,-999,0.27,0.21,0.51,15.29,4
200509,AS05,WQN019,-17.7636667,146.1636667,38614.39583,38613.97917,20050918,2005,9,18,261,0.9791667,23.5,35.24,0.3137172,1.8,1.7780398,0.0827579,0.0256545,3.2258668,0.575344,0.6898307,-999,-999,0.0199663,-0.0111119,-999,-999,0.3769151,-999,-999,0.24,0.17,0.59,13.31,4
200509,AS05,WQN020,-17.9133333,146.1473333,38614.44097,38614.02431,20050919,2005,9,19,262,0.0243056,0.5833333,35.34,0.2115725,2.6,2.5851899,0.1215342,0.0311867,3.8969853,0.647131,0.7243267,-0.0093442,0.0852687,0.0167109,-0.0118568,0.0056585,0.647289,0.2781923,0.020286,-999,0.25,0.13,0.63,13.65,0
200509,AS05,WQN021,-17.9308333,146.123,38614.50208,38614.08542,20050919,2005,9,19,262,0.0854167,2.05,35.31,0.3110318,3.4,3.3782278,-999,-999,-999,-999,-999,-0.0088785,0.1065727,0.0185507,-0.0115494,-999,-999,-999,-999,-999,0.23,0.16,0.61,12.79395,3
200509,AS05,WQN022,-18.0163333,146.1588333,38614.54167,38614.125,20050919,2005,9,19,262,0.125,3,35.28,0.3333561,3,2.9774818,0.0701207,0.0210583,3.3298302,0.6798798,0.6947483,-0.0175462,0.0454328,0.0222038,-0.0121399,0.0074597,0.731333,0.3944333,0.0188816,-999,0.2,0.09,0.71,11.0472094,0
